budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,genre_1,genre_2,genre_3,director,release_year,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,main_lead,is_male,is_female,,,,prod_comp_count,release_year,count,decade1,custom category,,,year,decadewise,custom category,,,,country_release_count
3.70E+07,312221,Creed,57.773583,173567581,133,7.3,1915,Drama,NA,NA,Ryan Coogler,2015,1,0,0,0,0,0,0,0,Michael B. Jordan,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.70E+07,9880,The Princess Diaries,40.176265,165335153,115,6.5,1023,Comedy,Family,Romance,Garry Marshall,2001,0,1,0,0,0,0,0,0,Anne Hathaway,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.70E+07,4944,Burn After Reading,31.941347,163720069,96,6.5,1222,Comedy,Drama,NA,NA,2008,0,1,0,0,0,0,0,0,George Clooney,1,0,,,,0.5,,,,,,,,,,,,,0.3
3.70E+07,23168,The Town,24.218358,154026136,125,7,1468,Crime,Drama,Thriller,Ben Affleck,2010,0,0,0,0,1,0,0,0,Ben Affleck,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.70E+07,12153,White Chicks,28.703007,113086475,109,6.3,679,Comedy,NA,NA,Keenen Ivory Wayans,2004,0,1,0,0,0,0,0,0,Shawn Wayans,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.70E+07,10488,Nim's Island,14.353279,100076342,96,5.6,330,Adventure,Comedy,Family,NA,2008,0,0,1,0,0,0,0,0,Abigail Breslin,0,1,,,,0.1,,,,,,,,,,,,,0.1
3.70E+07,10096,13 Going on 30,41.569541,96455697,98,6.3,1204,Comedy,Fantasy,Romance,Gary Winick,2004,0,1,0,0,0,0,0,0,Jennifer Garner,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.70E+07,48171,The Rite,11.492474,96047633,114,5.8,556,Drama,Thriller,Horror,Mikael HÃ¥fstrÃ¶m,2011,1,0,0,0,0,0,0,0,Anthony Hopkins,1,0,,,,0.7,,,,,,,,,,,,,0.3
3.70E+07,62837,Dolphin Tale,6.63839,95404397,113,6.7,163,Drama,Family,NA,Charles Martin Smith,2011,1,0,0,0,0,0,0,0,Morgan Freeman,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.70E+07,222936,Aloha,29.652536,26250020,105,5.2,692,Drama,Comedy,Romance,Cameron Crowe,2015,1,0,0,0,0,0,0,0,Bradley Cooper,1,0,,,,0.2,,,,,,,,,,,,,0.1
36500000,16911,Obitaemyy Ostrov,2.785832,21834845,115,5.3,23,Action,Fantasy,Science Fiction,Fyodor Bondarchuk,2008,0,0,0,1,0,0,0,0,Vasily Stepanov,0,0,,,,0.4,,,,,,,,,,,,,0.1
3.60E+07,365222,è‘‰å•3,19.167377,156844753,105,6.5,379,Action,Drama,History,Wilson Yip,2015,0,0,0,1,0,0,0,0,Donnie Yen,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.60E+07,8470,John Q,27.465433,102244770,116,7,594,Drama,Thriller,Crime,Nick Cassavetes,2002,1,0,0,0,0,0,0,0,Denzel Washington,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.60E+07,48988,Hall Pass,27.11589,83160734,105,5.4,611,Comedy,NA,NA,NA,2011,0,1,0,0,0,0,0,0,Owen Wilson,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.60E+07,8409,A Man Apart,19.854932,44350926,109,5.8,258,Action,Drama,NA,F. Gary Gray,2003,0,0,0,1,0,0,0,0,Vin Diesel,1,0,,,,0.4,,,,,,,,,,,,,0.2
3.60E+07,75531,Isn't She Great,1.068453,3003296,95,4.6,14,Drama,Comedy,NA,Andrew Bergman,2000,1,0,0,0,0,0,0,0,Bette Midler,0,0,,,,0.7,,,,,,,,,,,,,0.1
3.50E+07,9029,What Happens in Vegas,38.100488,1.70E+08,99,5.8,923,Comedy,Romance,NA,Tom Vaughan,2008,0,1,0,0,0,0,0,0,Ashton Kutcher,1,0,,,,0.6,,,,,,,,,,,,,0.1
3.50E+07,51540,Horrible Bosses,50.309843,1.17E+08,98,6.5,2277,Comedy,Crime,NA,Seth Gordon,2011,0,1,0,0,0,0,0,0,Jennifer Aniston,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,18785,The Hangover,82.21166,459270619,100,7.2,6173,Comedy,NA,NA,Todd Phillips,2009,0,1,0,0,0,0,0,0,Bradley Cooper,1,0,,,,0.4,,,,,,,,,,,,,0.2
3.50E+07,350,The Devil Wears Prada,83.893257,326551094,109,7,3088,Comedy,Drama,Romance,David Frankel,2006,0,1,0,0,0,0,0,0,Meryl Streep,0,1,,,,0.5,,,,,,,,,,,,,0.1
3.50E+07,257211,The Intern,53.114573,194564672,121,7.1,1881,Comedy,NA,NA,Nancy Meyers,2015,0,1,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,109431,Identity Thief,34.005726,173965010,111,5.6,1645,Comedy,Crime,NA,Seth Gordon,2013,0,1,0,0,0,0,0,0,Jason Bateman,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,18126,Hannah Montana: The Movie,13.788422,155545279,102,6,449,Comedy,Drama,Family,Peter Chelsom,2009,0,1,0,0,0,0,0,0,Miley Cyrus,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,50544,Friends with Benefits,40.526587,150483765,109,6.5,2237,Romance,Comedy,NA,Will Gluck,2011,0,0,0,0,0,0,1,0,Justin Timberlake,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,10054,Spy Kids,21.543389,147934180,88,5.5,867,Action,Comedy,Family,Robert Rodriguez,2001,0,0,0,1,0,0,0,0,Alexa PenaVega,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,271718,Trainwreck,72.774941,140795793,125,5.9,1181,Comedy,NA,NA,Judd Apatow,2015,0,1,0,0,0,0,0,0,Amy Schumer,0,1,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,1584,School of Rock,43.057323,131282949,108,6.7,1414,Comedy,Music,NA,Richard Linklater,2003,0,1,0,0,0,0,0,0,Jack Black,1,0,,,,0.6,,,,,,,,,,,,,0.2
3.50E+07,423,The Pianist,50.587541,120072577,150,8,1864,Drama,War,NA,Roman Polanski,2002,1,0,0,0,0,0,0,0,Adrien Brody,1,0,,,,1.6,,,,,,,,,,,,,0.4
3.50E+07,140823,Saving Mr. Banks,31.957947,112544580,125,7.3,1226,Comedy,Drama,History,John Lee Hancock,2013,0,1,0,0,0,0,0,0,Emma Thompson,0,1,,,,0.5,,,,,,,,,,,,,0.3
3.50E+07,325133,Neighbors 2: Sorority Rising,50.179171,108758521,91,5.6,1462,Comedy,NA,NA,Nicholas Stoller,2016,0,1,0,0,0,0,0,0,Seth Rogen,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,2018,The Wedding Planner,14.949395,94728529,103,5.5,427,Comedy,NA,NA,Adam Shankman,2001,0,1,0,0,0,0,0,0,Jennifer Lopez,0,1,,,,0.6,,,,,,,,,,,,,0.1
3.50E+07,35019,Nanny McPhee and the Big Bang,23.835055,93246388,109,6,436,Comedy,Fantasy,NA,Susanna White,2010,0,1,0,0,0,0,0,0,Emma Thompson,0,1,,,,0.5,,,,,,,,,,,,,0.3
3.50E+07,22949,Old Dogs,13.707843,92219310,88,5.2,210,Comedy,Family,NA,Walt Becker,2009,0,1,0,0,0,0,0,0,Robin Williams,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,12437,Underworld: Rise of the Lycans,51.927471,91353501,92,6.2,1428,Fantasy,Action,Adventure,Patrick Tatopoulos,2009,0,0,0,0,0,1,0,0,Bill Nighy,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,89492,This Is 40,38.429648,88058786,134,5.6,896,Comedy,NA,NA,Judd Apatow,2012,0,1,0,0,0,0,0,0,Paul Rudd,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.50E+07,11459,Sky High,11.041659,86369815,100,5.8,550,Adventure,Comedy,Family,Mike Mitchell,2005,0,0,1,0,0,0,0,0,Michael Angarano,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,13051,Max Payne,25.903237,85416905,100,5.2,613,Action,NA,NA,John Moore,2008,0,0,0,1,0,0,0,0,Mark Wahlberg,1,0,,,,0.6,,,,,,,,,,,,,0.2
3.50E+07,88794,J. Edgar,28.069419,84606030,137,6,741,Drama,Crime,History,Clint Eastwood,2011,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,59965,Abduction,19.893646,82087155,106,5.6,961,Thriller,Action,Mystery,John Singleton,2011,0,0,0,0,0,0,0,1,Taylor Lautner,1,0,,,,0.6,,,,,,,,,,,,,0.1
3.50E+07,34806,The Back-Up Plan,18.38292,77477008,106,5.7,458,Comedy,Romance,NA,Alan Poul,2010,0,1,0,0,0,0,0,0,Jennifer Lopez,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,11362,The Count of Monte Cristo,26.595983,75395048,131,7.3,453,Action,Adventure,Drama,Kevin Reynolds,2002,0,0,0,1,0,0,0,0,Jim Caviezel,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,4148,Revolutionary Road,20.360549,75225693,119,6.7,796,Drama,Romance,NA,Sam Mendes,2008,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.6,,,,,,,,,,,,,0.2
3.50E+07,15189,Hotel for Dogs,13.25753,73034460,100,5.7,202,Comedy,Family,NA,Thor Freudenthal,2009,0,1,0,0,0,0,0,0,Emma Roberts,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,8065,21,45.149948,69823199,123,6.5,1375,Drama,Crime,NA,Robert Luketic,2008,1,0,0,0,0,0,0,0,Jim Sturgess,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,2959,License to Wed,14.503568,69307224,91,5.2,253,Comedy,NA,NA,Ken Kwapis,2007,0,1,0,0,0,0,0,0,Robin Williams,1,0,,,,0.6,,,,,,,,,,,,,0.2
3.50E+07,11638,Guess Who,3.74263,68915888,105,5.5,225,Comedy,Romance,NA,Kevin Rodney Sullivan,2005,0,1,0,0,0,0,0,0,Bernie Mac,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,4515,Lions for Lambs,9.789027,63215872,92,6,216,Action,Adventure,Drama,Robert Redford,2007,0,0,0,1,0,0,0,0,Robert Redford,1,0,,,,0.6,,,,,,,,,,,,,0.1
3.50E+07,285783,The Walk,37.335721,61181942,123,6.9,1121,Adventure,Drama,Thriller,Robert Zemeckis,2015,0,0,1,0,0,0,0,0,Joseph Gordon-Levitt,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,39486,Secretariat,9.525037,60251371,123,6.8,103,Drama,NA,NA,Randall Wallace,2010,1,0,0,0,0,0,0,0,Diane Lane,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,49022,Something Borrowed,14.029012,59901913,112,5.9,296,Comedy,Drama,Romance,Luke Greenfield,2011,0,1,0,0,0,0,0,0,Kate Hudson,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,268920,Hot Pursuit,18.262017,51680201,87,5.4,647,Action,Comedy,Crime,Anne Fletcher,2015,0,0,0,1,0,0,0,0,Reese Witherspoon,0,1,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,321741,Concussion,35.120736,50363790,123,7,823,Drama,NA,NA,Peter Landesman,2015,1,0,0,0,0,0,0,0,Will Smith,1,0,,,,0.6,,,,,,,,,,,,,0.3
3.50E+07,119283,Parker,28.670477,46216641,118,5.7,1455,Action,Crime,NA,Taylor Hackford,2013,0,0,0,1,0,0,0,0,Jason Statham,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.50E+07,11979,Queen of the Damned,11.644243,45479110,101,5.4,239,Drama,Fantasy,Horror,Michael Rymer,2002,1,0,0,0,0,0,0,0,Stuart Townsend,1,0,,,,0.5,,,,,,,,,,,,,0.2
3.50E+07,13490,Welcome Home Roscoe Jenkins,6.248273,43650785,114,5.7,57,Comedy,Drama,NA,Malcolm D. Lee,2008,0,1,0,0,0,0,0,0,Martin Lawrence,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,134411,Snitch,30.556135,42930462,112,5.8,1138,Thriller,Drama,NA,Ric Roman Waugh,2013,0,0,0,0,0,0,0,1,Dwayne Johnson,1,0,,,,0.5,,,,,,,,,,,,,0.2
3.50E+07,9726,A Good Year,16.782471,42064105,118,6.5,357,Comedy,Drama,Romance,Ridley Scott,2006,0,1,0,0,0,0,0,0,Russell Crowe,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,35169,Furry Vengeance,13.668633,39340177,92,4.6,149,Comedy,NA,NA,Roger Kumble,2010,0,1,0,0,0,0,0,0,Brendan Fraser,1,0,,,,0.5,,,,,,,,,,,,,0.2
3.50E+07,9541,Jersey Girl,14.699342,36098382,102,5.8,325,Comedy,Romance,NA,Kevin Smith,2004,0,1,0,0,0,0,0,0,Ben Affleck,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,8090,Untraceable,12.677505,32483410,101,5.9,238,Drama,NA,NA,Gregory Hoblit,2008,1,0,0,0,0,0,0,0,Diane Lane,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,49526,Premium Rush,17.709888,31083599,91,6.2,832,Crime,Action,Thriller,David Koepp,2012,0,0,0,0,1,0,0,0,Joseph Gordon-Levitt,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.50E+07,5955,The Pledge,12.495436,29400000,123,6.5,215,Crime,Drama,Mystery,Sean Penn,2001,0,0,0,0,1,0,0,0,Jack Nicholson,1,0,,,,0.5,,,,,,,,,,,,,0.1
3.50E+07,18320,The Young Victoria,16.343317,27409889,105,7,322,Drama,History,Romance,Jean-Marc VallÃ©e,2009,1,0,0,0,0,0,0,0,Emily Blunt,0,1,,,,0.1,,,,,,,,,,,,,0.2
3.50E+07,192136,Mandela: Long Walk to Freedom,15.50957,27330000,141,6.5,224,Drama,History,NA,Justin Chadwick,2013,1,0,0,0,0,0,0,0,Idris Elba,1,0,,,,0.5,,,,,,,,,,,,,0.2
3.50E+07,11918,Superhero Movie,19.088655,25871834,85,4.9,379,Action,Comedy,Science Fiction,Craig Mazin,2008,0,0,0,1,0,0,0,0,Drake Bell,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.50E+07,9701,North Country,12.779201,25224242,126,6.8,125,Drama,NA,NA,Niki Caro,2005,1,0,0,0,0,0,0,0,Charlize Theron,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,50647,Wanderlust,20.908494,24159934,98,5.3,394,Comedy,NA,NA,David Wain,2012,0,1,0,0,0,0,0,0,Paul Rudd,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.50E+07,14846,Little Black Book,6.246199,22034832,111,5.2,112,Comedy,Romance,Drama,Nick Hurran,2004,0,1,0,0,0,0,0,0,Brittany Murphy,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,87567,The Big Wedding,18.84332,21819348,90,5.7,414,Comedy,NA,NA,Justin Zackham,2013,0,1,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,6575,Walk Hard: The Dewey Cox Story,10.73522,18317151,96,6.6,212,Comedy,Music,NA,Jake Kasdan,2007,0,1,0,0,0,0,0,0,John C. Reilly,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.50E+07,144336,Sabotage,27.903999,17508518,110,5.5,555,Action,Drama,Thriller,David Ayer,2014,0,0,0,1,0,0,0,0,Arnold Schwarzenegger,1,0,,,,0.5,,,,,,,,,,,,,0.1
3.50E+07,9280,Femme Fatale,9.07278,16838910,114,6.2,142,Thriller,Crime,Romance,Brian De Palma,2002,0,0,0,0,0,0,0,1,Rebecca Romijn,0,1,,,,0.2,,,,,,,,,,,,,0.2
3.50E+07,1381,The Fountain,24.606012,15304890,96,6.8,827,Drama,Adventure,Science Fiction,Darren Aronofsky,2006,1,0,0,0,0,0,0,0,Hugh Jackman,1,0,,,,0.5,,,,,,,,,,,,,0.1
3.50E+07,239573,Unfinished Business,16.832312,14431253,91,5,320,Comedy,NA,NA,Ken Scott,2015,0,1,0,0,0,0,0,0,Vince Vaughn,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.50E+07,13496,American Outlaws,6.727949,13678913,94,5.7,55,Action,Western,NA,Les Mayfield,2001,0,0,0,1,0,0,0,0,Colin Farrell,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.50E+07,9616,The Order,3.746806,11560806,102,4.8,91,Drama,Fantasy,Horror,Brian Helgeland,2003,1,0,0,0,0,0,0,0,Heath Ledger,1,0,,,,0.3,,,,,,,,,,,,,0.2
3.50E+07,1969,Bandidas,20.27704,10496317,93,5.8,307,Action,Comedy,Western,NA,2006,0,0,0,1,0,0,0,0,PenÃ©lope Cruz,0,1,,,,0.6,,,,,,,,,,,,,0.3
3.50E+07,127493,Stolen,16.830184,2106557,96,5.1,344,Action,Crime,Drama,Simon West,2012,0,0,0,1,0,0,0,0,Nicolas Cage,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.40E+07,198663,The Maze Runner,131.815575,348319861,113,7,5371,Action,Mystery,Science Fiction,Wes Ball,2014,0,0,0,1,0,0,0,0,Dylan O'Brien,1,0,,,,0.6,,,,,,,,,,,,,0.1
3.40E+07,1273,TMNT,18.39217,95608995,90,6,345,Adventure,Animation,Comedy,Kevin Munroe,2007,0,0,1,0,0,0,0,0,Chris Evans,1,0,,,,0.5,,,,,,,,,,,,,0.1
3.40E+07,228205,The Longest Ride,41.946523,63013281,128,7.3,1064,Drama,Romance,NA,"George Tillman, Jr.",2015,1,0,0,0,0,0,0,0,Scott Eastwood,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.40E+07,26602,Summer Catch,3.960098,19693891,108,4.8,63,Drama,Comedy,Romance,Mike Tollin,2001,1,0,0,0,0,0,0,0,Freddie Prinze Jr.,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.30E+07,27936,Micmacs Ã  tire-larigot,7.663515,1.40E+07,100,6.8,148,Action,Comedy,Crime,Jean-Pierre Jeunet,2009,0,0,0,1,0,0,0,0,Dany Boon,1,0,,,,0.9,,,,,,,,,,,,,0.1
3.30E+07,13223,Gran Torino,50.7453,269958228,116,7.8,3086,Drama,NA,NA,Clint Eastwood,2008,1,0,0,0,0,0,0,0,Clint Eastwood,1,0,,,,0.7,,,,,,,,,,,,,0.2
3.30E+07,326,Snakes on a Plane,19.642328,62022014,105,5.1,497,Action,Crime,Horror,David R. Ellis,2006,0,0,0,1,0,0,0,0,Samuel L. Jackson,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.30E+07,7220,The Punisher,35.099611,54700105,124,6.1,766,Action,Crime,Drama,Jonathan Hensleigh,2004,0,0,0,1,0,0,0,0,Thomas Jane,1,0,,,,0.5,,,,,,,,,,,,,0.2
3.30E+07,19898,Pandorum,28.353517,20645327,108,6.5,774,Action,Horror,Mystery,Christian Alvart,2009,0,0,0,1,0,0,0,0,Ben Foster,1,0,,,,0.2,,,,,,,,,,,,,0.2
3.30E+07,157841,The Young and Prodigious T.S. Spivet,10.651202,9494789,105,6.7,232,Adventure,Drama,Family,Jean-Pierre Jeunet,2013,0,0,1,0,0,0,0,0,Kyle Catlett,1,0,,,,0.3,,,,,,,,,,,,,0.2
32500000,55721,Bridesmaids,17.107065,288383523,125,6.5,1661,Comedy,Romance,NA,Paul Feig,2011,0,1,0,0,0,0,0,0,Kristen Wiig,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.20E+07,10719,Elf,16.901954,173398518,97,6.4,987,Comedy,Family,Fantasy,Jon Favreau,2003,0,1,0,0,0,0,0,0,Will Ferrell,1,0,,,,0.3,,,,,,,,,,,,,0.2
3.20E+07,45612,Source Code,59.19888,147332697,93,7.1,2699,Thriller,Science Fiction,Mystery,Duncan Jones,2011,0,0,0,0,0,0,0,1,Jake Gyllenhaal,1,0,,,,0.2,,,,,,,,,,,,,0.2
3.20E+07,109414,This Is the End,38.21708,126041322,107,6.3,2359,Action,Comedy,NA,NA,2013,0,0,0,1,0,0,0,0,James Franco,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.20E+07,8055,The Reader,33.923786,113019290,124,7.2,813,Drama,Romance,NA,Stephen Daldry,2008,1,0,0,0,0,0,0,0,Kate Winslet,0,1,,,,0.9,,,,,,,,,,,,,0.2
3.20E+07,11637,Are We There Yet?,13.590677,97918663,95,5.2,221,Adventure,Comedy,Family,Brian Levant,2005,0,0,1,0,0,0,0,0,Ice Cube,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.20E+07,9335,Transporter 2,47.5612,85167639,87,6.2,1061,Action,Thriller,Crime,Louis Leterrier,2005,0,0,0,1,0,0,0,0,Jason Statham,1,0,,,,0.7,,,,,,,,,,,,,0.2
3.20E+07,38322,"Big Mommas: Like Father, Like Son",15.901137,83615414,107,5.3,313,Crime,Comedy,Action,John Whitesell,2011,0,0,0,0,1,0,0,0,Martin Lawrence,1,0,,,,0.7,,,,,,,,,,,,,0.1
3.20E+07,9353,Nacho Libre,14.642055,80197993,92,5.6,359,Comedy,Family,NA,Jared Hess,2006,0,1,0,0,0,0,0,0,Jack Black,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.20E+07,22907,Takers,18.47242,69055695,107,6,394,Action,Crime,Drama,John Luessenhop,2010,0,0,0,1,0,0,0,0,Chris Brown,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.20E+07,59,A History of Violence,34.628738,60740827,96,6.9,832,Drama,Thriller,Crime,David Cronenberg,2005,1,0,0,0,0,0,0,0,Viggo Mortensen,1,0,,,,0.3,,,,,,,,,,,,,0.3
3.20E+07,2637,The Mothman Prophecies,14.733513,55157539,119,6.1,305,Drama,Horror,Mystery,Mark Pellington,2002,1,0,0,0,0,0,0,0,Richard Gere,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.20E+07,8967,The Tree of Life,43.862456,54674226,139,6.5,987,Drama,Fantasy,NA,Terrence Malick,2011,1,0,0,0,0,0,0,0,Brad Pitt,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.20E+07,13920,Radio,9.254647,52277485,109,6.8,141,Drama,NA,NA,Mike Tollin,2003,1,0,0,0,0,0,0,0,Cuba Gooding Jr.,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.20E+07,11978,Men of Honor,24.147269,48814909,129,7,544,Drama,NA,NA,"George Tillman, Jr.",2000,1,0,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.20E+07,38073,Going the Distance,13.611544,42045846,102,6,262,Comedy,Drama,Romance,Nanette Burstein,2010,0,1,0,0,0,0,0,0,Drew Barrymore,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.20E+07,20857,Hardball,5.683281,40222729,106,6.3,123,Comedy,Romance,NA,Brian Robbins,2001,0,1,0,0,0,0,0,0,Keanu Reeves,1,0,,,,0.4,,,,,,,,,,,,,0.2
3.20E+07,68722,The Master,25.682509,28258060,137,7,701,Drama,NA,NA,Paul Thomas Anderson,2012,1,0,0,0,0,0,0,0,Joaquin Phoenix,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.20E+07,20766,The Road,41.075532,27635305,111,6.8,1087,Adventure,Drama,NA,John Hillcoat,2009,0,0,1,0,0,0,0,0,Viggo Mortensen,1,0,,,,0.4,,,,,,,,,,,,,0.1
3.20E+07,31867,Repo Men,25.799697,18409891,111,6.2,620,Action,Science Fiction,Thriller,Miguel Sapochnik,2010,0,0,0,1,0,0,0,0,Jude Law,1,0,,,,0.4,,,,,,,,,,,,,0.2
31500000,302156,Criminal,27.891012,14708696,113,5.7,557,Action,NA,NA,Ariel Vromen,2016,0,0,0,1,0,0,0,0,Kevin Costner,1,0,,,,0.6,,,,,,,,,,,,,0.2
3.10E+07,79,è‹±é›„,23.607392,177394432,99,7.2,635,Drama,Adventure,Action,Zhang Yimou,2002,1,0,0,0,0,0,0,0,Jet Li,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.10E+07,87502,Flight,42.213765,161772375,138,6.5,2415,Drama,NA,NA,Robert Zemeckis,2012,1,0,0,0,0,0,0,0,Denzel Washington,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.10E+07,296099,Vacation,47.753598,104384188,99,6.2,1195,Comedy,NA,NA,NA,2015,0,1,0,0,0,0,0,0,Ed Helms,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.10E+07,10559,Frequency,19.258041,68106245,118,7,462,Crime,Drama,Science Fiction,Gregory Hoblit,2000,0,0,0,0,1,0,0,0,Dennis Quaid,1,0,,,,0.1,,,,,,,,,,,,,0.1
3.10E+07,11823,Wimbledon,16.736734,41512007,98,6,293,Comedy,Romance,NA,Richard Loncraine,2004,0,1,0,0,0,0,0,0,Kirsten Dunst,0,1,,,,0.1,,,,,,,,,,,,,0.2
3.10E+07,11313,Hearts in Atlantis,7.06762,24185781,101,6.4,131,Drama,Mystery,NA,Scott Hicks,2001,1,0,0,0,0,0,0,0,Anthony Hopkins,1,0,,,,0.1,,,,,,,,,,,,,0.2
3.10E+07,27569,Extraordinary Measures,6.487344,15134293,105,6,89,Drama,NA,NA,Tom Vaughan,2010,1,0,0,0,0,0,0,0,Harrison Ford,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.00E+07,16784,Welcome to Mooseport,3.314094,1.40E+07,110,4.8,54,Comedy,NA,NA,Donald Petrie,2004,0,1,0,0,0,0,0,0,Ray Romano,1,0,,,,0.4,,,,,,,,,,,,,0.2
3.00E+07,615,The Passion of the Christ,38.171417,611899420,127,6.9,864,Drama,NA,NA,Mel Gibson,2004,1,0,0,0,0,0,0,0,Jim Caviezel,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.00E+07,2770,American Pie 2,36.432598,287553595,108,6,1344,Comedy,Romance,NA,J.B. Rogers,2001,0,1,0,0,0,0,0,0,Jason Biggs,1,0,,,,0.3,,,,,,,,,,,,,0.1
3.00E+07,4964,Knocked Up,22.527211,219076518,129,6.2,1214,Comedy,Romance,Drama,Judd Apatow,2007,0,1,0,0,0,0,0,0,Seth Rogen,1,0,,,,0.2,,,,,,,,,,,,,0.1
3.00E+07,70,Million Dollar Baby,70.456012,216763646,132,7.7,2439,Drama,NA,NA,Clint Eastwood,2004,1,0,0,0,0,0,0,0,Clint Eastwood,1,0,,,,0.5,,,,,,,,,,,,,0.1
3.00E+07,72570,The Vow,26.780961,196114570,104,7,1293,Drama,Romance,NA,Michael Sucsy,2012,1,0,0,0,0,0,0,0,Rachel McAdams,0,1,,,,0.2,,,,,,,,,,,,,0.1
3.00E+07,533,The Curse of the Were-Rabbit,30.380747,192452832,85,6.8,643,Adventure,Animation,Comedy,NA,2005,0,0,1,0,0,0,0,0,Peter Sallis,1,0,,,,0.2,,,,,,,,,,,,,0.2
3.00E+07,24,Kill Bill: Vol. 1,79.754966,180949000,111,7.7,4949,Action,Crime,NA,Quentin Tarantino,2003,0,0,0,1,0,0,0,0,Uma Thurman,0,1,,,,0.3,,,,,,,,,,,,,0.1
3.00E+07,11529,Sweet Home Alabama,18.256028,180622424,108,6,394,Comedy,Romance,NA,Andy Tennant,2002,0,1,0,0,0,0,0,0,Reese Witherspoon,0,1,,,,0.1,,,,,,,,,,,,,0.1
3.00E+07,120467,The Grand Budapest Hotel,74.417456,174600318,99,8,4519,Comedy,Drama,NA,Wes Anderson,2014,0,1,0,0,0,0,0,0,Ralph Fiennes,1,0,,,,0.6,,,,,,,,,,,,,0.3
